course,institution,category
Certificate in Food Beverage Management,Thika College of Banking and Accountancy - Nairobi Campus,certificate
Certificate in Food Beverage Sales and Service Management,Ahmed Shahame Mwidani Technical Training Institute,certificate
Certificate in Food Beverage Sales and Service Management,Belgut Technical Training Institute,certificate
Certificate in Food preparation and cooking,Alphax College - Eldoret Town Centre,certificate
Certificate in Food Processing and Preservation Technology,Friends National Polytechnic Kaimosi,certificate
Certificate in Food Processing Technology,Friends National Polytechnic Kaimosi,certificate
Certificate in Food Production,Unity College of Professional Studies - Buruburu Campus,certificate
Certificate in Food Production,"Kenya Utalii College - Main Campus, Off Thika Road",certificate
Certificate in Food Production,Pioneer's Training Institute - Buru Buru Campus,certificate
Certificate in Food Production,Amboseli Institute of Hospitality and Technology - Thika,certificate
Certificate in Food Production,Beam International Training Centre - Development house Campus,certificate
Certificate in Food Production,Beam International Training Centre - Jasho House Campus,certificate
Certificate in Food Production,Beam International Training Centre - Kisii Campus,certificate
Certificate in Food Production,Beam International Training Centre - Kitengela Campus,certificate
Certificate in Food Production (Culinary Arts),Chepalungu Technical Training Institute,certificate
Certificate in Food Production (Culinary Arts),Katine Technical Training Institute,certificate
Certificate in Food Production and House Keeping,Hemland College - Thika,certificate
Certificate in Food Production Apprentiship,"Kenya Utalii College - Main Campus, Off Thika Road",certificate
Certificate in Food Science and Processing Technology,Mount Kenya University - Main Campus,certificate
Certificate in Food Science and Technology,Muranga University College - Muranga Town Campus,certificate
Certificate in Food Science and Technology,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Certificate in Food Science and Technology,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Certificate in Food Science and Technology,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Certificate in Food Science and Technology,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Certificate in Food science Technology,Royal College of Science and Technology - Ruiru Campus,certificate
Certificate in Food science Technology,Nairobi Technical Training Institute - Nairobi,certificate
Certificate In Food Technician,The Eldoret National Polytechnic,certificate
Certificate in Food Technology,Technical University of Mombasa - Main Campus,certificate
Certificate in Food Technology,Technical University of Kenya - Main Campus,certificate
Certificate in Food Technology,Emsos Technical and Vocational College,certificate
Certificate in Food Technology,Kenya Coast National Polytechnic,certificate
Certificate in Food Technology and Quality Assurance,Technical University of Mombasa - Main Campus,certificate
"Certificate in Food,Beverage Production and Sales",Nkabune Technical Training Institute - Meru,certificate
"Certificate in Food,Beverage Sales and Services",Nakuru Training Institute - Nakuru,certificate
"Certificate in Food,Beverage Sales and Services",Pioneer's Training Institute - Buru Buru Campus,certificate
"Certificate in Food,Beverages and Catering",Gusii Institute of Technology - Kisii,certificate
Certificate in Forestry,Bungoma North Technical And Vocational College,certificate
Certificate in Foundation English,Rifkins College,certificate
Certificate in Franciscan Studies,Tangaza University College - Tangaza University College,certificate
Certificate in French,Laikipia University - Maralal Campus,certificate
Certificate in French,Laikipia University - Nyahururu Campus,certificate
Certificate in French,Laikipia University - Naivasha Campus,certificate
Certificate in French,Maseno University - Main Campus,certificate
Certificate in French,Kenyatta University - City Center Campus,certificate
Certificate in French,Kenyatta University - KU/KIST,certificate
Certificate in French,Transafric Accountancy and Management College - Thika Campus,certificate
Certificate in French,East African Institute of Certified Studies - EAICS,certificate
Certificate in French,United Africa College - Main Campus,certificate
Certificate in French,Coast Institute of Technology - Voi,certificate
Certificate in French,Regional Center of Management - CBD,certificate
Certificate in French,Thika Institute of Business Studies - Highway Campus,certificate
Certificate in French,Thika Institute of Business Studies - Thika Town Campus,certificate
Certificate in French,Vision Stars Training Institute - Nature House,certificate
Certificate in French Language,Unity College of Professional Studies - Buruburu Campus,certificate
Certificate in French Language,Emma Daniel Arts Training Institute - Roysambu,certificate
Certificate in French Language,Intraglobal Training Institute - Nairobi Campus,certificate
Certificate in French Language,Regional Institute of Business Management - Nairobi,certificate
Certificate in French Language,Skynet Business College - Nairobi Campus,certificate
Certificate in French Language,Amboseli Institute of Hospitality and Technology - Thika,certificate
Certificate in Front Office,Unity College of Professional Studies - Town Campus,certificate
Certificate in Front Office,Pioneer's Training Institute - Buru Buru Campus,certificate
Certificate in Front Office and Reception,Hemland College - Thika,certificate
Certificate in Front Office and Reception,Regional Institute of Business Management - Nairobi,certificate
Certificate in Front Office Operations,International Hotel and Tourism Institute - Kileleshwa,certificate
Certificate in Front Office Operations,Coast Institute of Technology - Voi,certificate
Certificate in Front Office Operations,Amboseli Institute of Hospitality and Technology - Thika,certificate
Certificate in Front Office Operations and Administration,The East African University - Kitengela Campus,certificate
Certificate in Front Office Operations and Administration,"Kenya Utalii College - Main Campus, Off Thika Road",certificate
Certificate in Front Office Operations and Administration,Rifkins College,certificate
Certificate in Front Office Operations and Customer Care,Technical University of Mombasa - Main Campus,certificate
Certificate in Front Office Operations and Customer Care,Technical University of Mombasa - Ukunda Satellite Campus,certificate
Certificate in Front Office Operations and Customer Care,Transafric Accountancy and Management College - Thika Campus,certificate
Certificate in Front Office Operations and Customer Care,Jodan College of Technology - Thika Main Campus,certificate
Certificate in Front Office Operations/Receptionist,Vision Stars Training Institute - Nature House,certificate
